Clave de entidad federativa,Nombre de la entidad,Clave de municipio,Nombre del municipio,Clave de localidad,Nombre de la localidad,Latitud,Longitud,Poblacion total,Poblacion 15 a 17,Poblacion 18 a 24,Poblacion 15 a 17 que asiste a la escuela,Poblacion 18 a 24 que asiste a la escuela,Grado promedio de escolaridad,Total de viviendas,Total de viviendas habitadas
9,Distrito Federal,9,Milpa Alta,258,Paraje la Cruz,191113.0,990227.0,66.0,3.0,5.0,1.0,0.0,7.05,20.0,18.0
9,Distrito Federal,9,Milpa Alta,260,Mixquiahuac,191219.0,990443.0,11.0,0.0,1.0,0.0,0.0,15.0,4.0,4.0
9,Distrito Federal,9,Milpa Alta,261,Zacamoli,191218.0,990500.0,27.0,0.0,4.0,0.0,1.0,9.72,8.0,8.0
9,Distrito Federal,9,Milpa Alta,264,Panuca (Kilómetro 27.5),190949.0,985935.0,23.0,2.0,2.0,1.0,1.0,6.71,8.0,8.0
9,Distrito Federal,9,Milpa Alta,265,Tlaltepec,191105.0,990022.0,131.0,5.0,18.0,1.0,1.0,6.52,36.0,34.0
9,Distrito Federal,9,Milpa Alta,266,Las Palmas (Chimeo),191312.0,990044.0,125.0,10.0,18.0,6.0,2.0,7.38,31.0,27.0
9,Distrito Federal,9,Milpa Alta,268,AA Milpa Alta,191221.0,990050.0,38.0,3.0,7.0,3.0,1.0,7.96,10.0,9.0
9,Distrito Federal,9,Milpa Alta,269,El Cerrito,191242.0,985923.0,79.0,4.0,8.0,3.0,5.0,8.57,22.0,19.0
9,Distrito Federal,9,Milpa Alta,271,San Miguelito (Tecoxomayehuactitla),190958.0,990020.0,40.0,1.0,7.0,0.0,1.0,7.13,11.0,11.0
9,Distrito Federal,9,Milpa Alta,273,Texomulco,191308.0,990240.0,49.0,2.0,7.0,1.0,0.0,6.37,12.0,10.0
9,Distrito Federal,9,Milpa Alta,274,Prolongación Benito Juárez,190949.0,985954.0,15.0,2.0,1.0,1.0,0.0,6.75,5.0,4.0
9,Distrito Federal,9,Milpa Alta,275,Tlalcocomoya,191014.0,990237.0,45.0,2.0,7.0,1.0,0.0,6.59,10.0,10.0
9,Distrito Federal,9,Milpa Alta,276,Zozotlac,191015.0,990240.0,52.0,2.0,2.0,2.0,1.0,7.45,22.0,15.0
9,Distrito Federal,9,Milpa Alta,277,Atoctenco (Tlalaxco),191307.0,990250.0,347.0,22.0,43.0,18.0,19.0,9.26,91.0,84.0
9,Distrito Federal,9,Milpa Alta,278,Cerrada Buenavista,191135.0,990201.0,29.0,4.0,4.0,2.0,1.0,7.32,7.0,6.0
9,Distrito Federal,9,Milpa Alta,280,Ninguno,191236.0,990326.0,14.0,2.0,1.0,2.0,0.0,9.17,9.0,5.0
9,Distrito Federal,9,Milpa Alta,281,Rancho Zihuantemohuayan,191250.0,990323.0,6.0,,,,,,8.0,2.0
9,Distrito Federal,9,Milpa Alta,282,Carretera a San Bartolo,191233.0,990433.0,5.0,,,,,,1.0,1.0
9,Distrito Federal,9,Milpa Alta,283,Tlatzala,191235.0,990313.0,4.0,,,,,,3.0,1.0
9,Distrito Federal,9,Milpa Alta,284,Tetzompa,191217.0,990049.0,56.0,3.0,6.0,2.0,3.0,7.42,19.0,14.0
9,Distrito Federal,9,Milpa Alta,285,Prolongación Mina,191201.0,990522.0,131.0,7.0,19.0,6.0,2.0,6.9,32.0,28.0
9,Distrito Federal,9,Milpa Alta,288,Tlacopanco,191133.0,990412.0,87.0,3.0,9.0,3.0,0.0,8.5,26.0,20.0
9,Distrito Federal,9,Milpa Alta,289,Pitucaltitla,191136.0,990420.0,111.0,10.0,15.0,5.0,2.0,7.59,25.0,24.0
9,Distrito Federal,9,Milpa Alta,291,Prolongación Veracruz Sur,191039.0,990111.0,8.0,,,,,,3.0,2.0
9,Distrito Federal,9,Milpa Alta,292,Joyas Parte Alta,191228.0,985930.0,305.0,16.0,29.0,10.0,12.0,7.64,94.0,73.0
9,Distrito Federal,9,Milpa Alta,293,Camino de la Amistad,191230.0,990448.0,29.0,1.0,1.0,1.0,0.0,11.83,7.0,6.0
9,Distrito Federal,9,Milpa Alta,294,Ninguno,191015.0,990403.0,9.0,,,,,,3.0,2.0
9,Distrito Federal,9,Milpa Alta,295,Prolongación Juan Escutia,191151.0,990457.0,19.0,0.0,3.0,0.0,1.0,8.09,5.0,4.0
9,Distrito Federal,9,Milpa Alta,297,San Antonio Cuilotepec,191103.0,990529.0,243.0,16.0,33.0,8.0,7.0,7.19,75.0,59.0
9,Distrito Federal,9,Milpa Alta,299,Tenochcalco,190919.0,985916.0,17.0,0.0,1.0,0.0,0.0,4.92,5.0,5.0
9,Distrito Federal,9,Milpa Alta,300,San Nicolás Tetelco,191236.0,985814.0,3490.0,234.0,476.0,165.0,151.0,9.04,902.0,842.0
9,Distrito Federal,9,Milpa Alta,301,El Tejocote,191208.0,985811.0,62.0,2.0,4.0,1.0,1.0,7.22,25.0,15.0
9,Distrito Federal,9,Milpa Alta,302,Ejidos Tecoxpa,191222.0,985834.0,7.0,0.0,0.0,0.0,0.0,4.4,3.0,3.0
9,Distrito Federal,9,Milpa Alta,303,Ninguno,191234.0,985849.0,176.0,10.0,19.0,7.0,5.0,7.62,40.0,39.0
9,Distrito Federal,9,Milpa Alta,304,Avenida el Cerro,191221.0,985820.0,115.0,4.0,23.0,1.0,2.0,6.76,31.0,28.0
9,Distrito Federal,9,Milpa Alta,305,Corrantitla,191211.0,990113.0,147.0,12.0,21.0,8.0,3.0,6.98,34.0,32.0
9,Distrito Federal,9,Milpa Alta,306,Tepanoco,191216.0,990107.0,19.0,0.0,1.0,0.0,0.0,8.15,6.0,3.0
9,Distrito Federal,9,Milpa Alta,307,Ninguno,191209.0,990139.0,26.0,0.0,8.0,0.0,0.0,6.29,9.0,8.0
9,Distrito Federal,9,Milpa Alta,308,Ninguno,191224.0,990149.0,8.0,,,,,,2.0,2.0
9,Distrito Federal,9,Milpa Alta,309,Zacatipla,191222.0,990144.0,3.0,,,,,,1.0,1.0
9,Distrito Federal,9,Milpa Alta,310,Paraje Santa Rosa Xalco,191219.0,990150.0,26.0,4.0,4.0,2.0,2.0,8.96,12.0,7.0
9,Distrito Federal,9,Milpa Alta,311,Ninguno,191210.0,990158.0,7.0,,,,,,2.0,1.0
9,Distrito Federal,9,Milpa Alta,312,Villa Hermosa,191151.0,990209.0,49.0,4.0,9.0,2.0,3.0,8.91,13.0,13.0
9,Distrito Federal,9,Milpa Alta,313,Ninguno,191134.0,990156.0,30.0,2.0,2.0,2.0,1.0,9.7,8.0,8.0
9,Distrito Federal,9,Milpa Alta,314,Ninguno,191209.0,990028.0,81.0,7.0,12.0,5.0,1.0,8.22,23.0,20.0
9,Distrito Federal,9,Milpa Alta,315,Barrio Nochtitla,191219.0,990240.0,442.0,30.0,68.0,20.0,19.0,7.85,125.0,102.0
9,Distrito Federal,9,Milpa Alta,316,Paraje Tehuizco,191243.0,990233.0,241.0,24.0,32.0,12.0,8.0,7.27,76.0,60.0
9,Distrito Federal,9,Milpa Alta,317,Achayatipac,191237.0,990247.0,161.0,18.0,19.0,9.0,3.0,7.96,53.0,41.0
9,Distrito Federal,9,Milpa Alta,318,Ninguno,191218.0,990225.0,90.0,6.0,6.0,4.0,3.0,6.57,29.0,26.0
9,Distrito Federal,9,Milpa Alta,319,Ninguno,191018.0,990207.0,3.0,,,,,,2.0,1.0
9,Distrito Federal,9,Milpa Alta,320,Ermita del Calvario,191035.0,990216.0,37.0,2.0,5.0,2.0,3.0,8.44,12.0,9.0
9,Distrito Federal,9,Milpa Alta,321,La Virgen,191240.0,990303.0,50.0,5.0,8.0,3.0,1.0,6.74,12.0,12.0
9,Distrito Federal,9,Milpa Alta,322,Natlahuacaloca,191231.0,990259.0,58.0,4.0,4.0,4.0,0.0,9.23,18.0,14.0
9,Distrito Federal,9,Milpa Alta,323,Huixtotlazintla,191217.0,990310.0,116.0,14.0,19.0,8.0,6.0,7.27,34.0,28.0
9,Distrito Federal,9,Milpa Alta,324,Ninguno,191139.0,990310.0,79.0,9.0,11.0,7.0,3.0,7.37,18.0,17.0
9,Distrito Federal,9,Milpa Alta,325,Ninguno,191125.0,990304.0,61.0,5.0,10.0,3.0,0.0,7.15,15.0,15.0
9,Distrito Federal,9,Milpa Alta,327,Ninguno,191147.0,990246.0,14.0,3.0,2.0,1.0,0.0,8.33,5.0,4.0
9,Distrito Federal,9,Milpa Alta,328,Ninguno,191058.0,990106.0,62.0,3.0,8.0,3.0,3.0,7.95,15.0,15.0
9,Distrito Federal,9,Milpa Alta,329,Ninguno,191102.0,990100.0,83.0,7.0,13.0,4.0,3.0,7.48,26.0,21.0
9,Distrito Federal,9,Milpa Alta,330,Ninguno,191102.0,990112.0,42.0,4.0,7.0,4.0,1.0,10.2,9.0,8.0
9,Distrito Federal,9,Milpa Alta,331,Ninguno,191100.0,990109.0,3.0,,,,,,1.0,1.0
9,Distrito Federal,9,Milpa Alta,332,Ninguno,191052.0,990133.0,40.0,0.0,10.0,0.0,2.0,8.65,10.0,10.0
9,Distrito Federal,9,Milpa Alta,333,Tezontlipac,191050.0,990142.0,20.0,2.0,4.0,0.0,1.0,8.77,6.0,3.0
9,Distrito Federal,9,Milpa Alta,334,Ninguno,191015.0,990146.0,8.0,,,,,,2.0,2.0
9,Distrito Federal,9,Milpa Alta,335,Ninguno,191012.0,990143.0,14.0,2.0,2.0,1.0,0.0,6.09,9.0,4.0
9,Distrito Federal,9,Milpa Alta,336,Ninguno,191014.0,990135.0,5.0,,,,,,3.0,2.0
9,Distrito Federal,9,Milpa Alta,337,Ninguno,191020.0,990140.0,18.0,0.0,0.0,0.0,0.0,8.15,4.0,3.0
9,Distrito Federal,9,Milpa Alta,338,Ninguno,191020.0,990142.0,18.0,1.0,1.0,0.0,0.0,9.29,3.0,3.0
9,Distrito Federal,9,Milpa Alta,339,Ninguno,191026.0,990139.0,20.0,2.0,2.0,1.0,0.0,7.5,6.0,6.0
9,Distrito Federal,9,Milpa Alta,340,Ninguno,191032.0,990138.0,88.0,2.0,12.0,2.0,6.0,8.65,28.0,24.0
9,Distrito Federal,9,Milpa Alta,341,Paraje Texotitla,191125.0,990558.0,41.0,5.0,3.0,5.0,1.0,7.16,24.0,13.0
9,Distrito Federal,9,Milpa Alta,342,Paraje Cuatepec,191110.0,990544.0,116.0,8.0,19.0,4.0,2.0,7.32,28.0,26.0
9,Distrito Federal,9,Milpa Alta,344,Ocotitla,191212.0,990118.0,52.0,2.0,8.0,2.0,1.0,7.57,11.0,11.0
9,Distrito Federal,9,Milpa Alta,345,Toltecas (Parte Alta),191324.0,990022.0,143.0,13.0,18.0,6.0,0.0,6.99,45.0,37.0
9,Distrito Federal,9,Milpa Alta,346,Palo Dulce,191126.0,985928.0,107.0,5.0,19.0,4.0,1.0,7.85,28.0,27.0
9,Distrito Federal,9,Milpa Alta,347,Xochiatlaco,191107.0,990007.0,16.0,2.0,1.0,1.0,0.0,7.0,5.0,3.0
9,Distrito Federal,9,Milpa Alta,348,Huacaltunco,191058.0,990013.0,22.0,3.0,5.0,2.0,1.0,8.31,6.0,5.0
9,Distrito Federal,9,Milpa Alta,349,Ixotitla,191231.0,990342.0,58.0,2.0,4.0,1.0,1.0,7.53,17.0,14.0
9,Distrito Federal,10,Álvaro Obregón,1,Álvaro Obregón,192400.0,991200.0,726664.0,35406.0,88783.0,27101.0,34733.0,10.38,214649.0,197836.0
9,Distrito Federal,10,Álvaro Obregón,2,Cuauhtlamila,191926.0,991619.0,326.0,16.0,46.0,11.0,12.0,8.28,85.0,80.0
9,Distrito Federal,10,Álvaro Obregón,213,Ampliación San Bernabé (Tenango),191803.0,991624.0,15.0,0.0,1.0,0.0,0.0,6.1,4.0,4.0
9,Distrito Federal,10,Álvaro Obregón,216,El Ermitaño (Paraje el Chipil),191801.0,991613.0,29.0,3.0,2.0,2.0,1.0,9.83,6.0,6.0
9,Distrito Federal,11,Tláhuac,1,Tláhuac,191815.0,990315.0,305076.0,17605.0,38431.0,13758.0,14594.0,9.76,89044.0,78163.0
9,Distrito Federal,11,Tláhuac,11,San Andrés Mixquic,191328.0,985751.0,13310.0,738.0,1773.0,565.0,685.0,9.46,3087.0,2821.0
9,Distrito Federal,11,Tláhuac,21,San Juan Ixtayopan,191431.0,985941.0,24120.0,1472.0,3186.0,1128.0,1197.0,9.41,6702.0,5902.0
9,Distrito Federal,11,Tláhuac,24,San Nicolás Tetelco,191257.0,985821.0,4246.0,240.0,567.0,181.0,209.0,9.69,1127.0,1015.0
9,Distrito Federal,11,Tláhuac,26,Santa Catarina Yecahuitzotl,191837.0,985758.0,9563.0,545.0,1195.0,405.0,414.0,9.26,2589.0,2409.0
9,Distrito Federal,11,Tláhuac,69,Barrio San Miguel,191313.0,985728.0,166.0,13.0,26.0,9.0,9.0,9.29,38.0,38.0
9,Distrito Federal,11,Tláhuac,71,Tabla los Pozos,191700.0,985917.0,142.0,12.0,16.0,7.0,4.0,7.32,41.0,37.0
9,Distrito Federal,11,Tláhuac,72,Mesita del Capulín,191827.0,985850.0,22.0,0.0,4.0,0.0,2.0,7.47,5.0,5.0
9,Distrito Federal,11,Tláhuac,76,Ojo de Agua,191300.0,985750.0,90.0,6.0,8.0,4.0,1.0,7.43,26.0,19.0
9,Distrito Federal,11,Tláhuac,81,San Miguel (Chinampas),191309.0,985800.0,77.0,7.0,9.0,4.0,0.0,8.98,20.0,20.0
9,Distrito Federal,11,Tláhuac,86,Xila,191311.0,985721.0,112.0,5.0,15.0,5.0,6.0,8.99,38.0,25.0
9,Distrito Federal,11,Tláhuac,89,El Tetecon (El Solitario),191909.0,990129.0,9.0,,,,,,1.0,1.0
9,Distrito Federal,11,Tláhuac,94,Chinampa San Juan,191620.0,990037.0,25.0,2.0,4.0,2.0,0.0,8.0,10.0,7.0
9,Distrito Federal,11,Tláhuac,103,Paraje Xometitla,191308.0,985746.0,110.0,7.0,25.0,5.0,6.0,10.22,29.0,27.0
9,Distrito Federal,11,Tláhuac,104,San Ignacio de Loyola,191258.0,985725.0,728.0,48.0,108.0,33.0,27.0,7.28,206.0,167.0
9,Distrito Federal,11,Tláhuac,108,Paraje Ayecac,191331.0,985812.0,60.0,1.0,1.0,0.0,0.0,8.06,22.0,14.0
9,Distrito Federal,11,Tláhuac,110,La Ciénega,191712.0,990132.0,376.0,25.0,48.0,14.0,9.0,7.42,109.0,98.0
9,Distrito Federal,11,Tláhuac,111,Chinampas Tetelco,191304.0,985805.0,55.0,6.0,5.0,2.0,1.0,8.24,13.0,12.0
9,Distrito Federal,11,Tláhuac,113,Lomas de Xocotlán,191244.0,985802.0,114.0,8.0,17.0,6.0,2.0,8.35,28.0,26.0
9,Distrito Federal,11,Tláhuac,116,Santa Catarina [Lienzo Charro],191817.0,985811.0,16.0,0.0,2.0,0.0,1.0,8.33,4.0,4.0
9,Distrito Federal,11,Tláhuac,119,Tierra Blanca Parte Alta,191359.0,990036.0,88.0,10.0,12.0,9.0,0.0,8.6,25.0,21.0
9,Distrito Federal,11,Tláhuac,120,Rancho las Siete Yuntas,191344.0,990032.0,216.0,16.0,21.0,12.0,8.0,7.64,79.0,56.0
9,Distrito Federal,11,Tláhuac,122,Las Tablas,191517.0,985955.0,5.0,,,,,,2.0,1.0
9,Distrito Federal,11,Tláhuac,124,Mina la Estancia,191908.0,990107.0,22.0,2.0,1.0,2.0,0.0,7.07,5.0,4.0
9,Distrito Federal,11,Tláhuac,126,Camino a Tlaltenco,191815.0,990135.0,38.0,1.0,3.0,1.0,0.0,6.44,9.0,8.0
9,Distrito Federal,11,Tláhuac,128,Prolongación Peña Alta,191335.0,990027.0,95.0,3.0,8.0,1.0,1.0,7.85,31.0,24.0
9,Distrito Federal,11,Tláhuac,129,Rancho los Pollitos,191753.0,990018.0,19.0,0.0,4.0,0.0,1.0,10.58,8.0,5.0
9,Distrito Federal,11,Tláhuac,133,El Rancho (Rancho la Pistola del Ejido),191439.0,985934.0,8.0,,,,,,5.0,2.0
9,Distrito Federal,11,Tláhuac,134,Ninguno,191735.0,985905.0,15.0,0.0,2.0,0.0,0.0,4.85,7.0,7.0
9,Distrito Federal,11,Tláhuac,136,El Pato,191502.0,985955.0,303.0,15.0,49.0,7.0,8.0,7.1,79.0,68.0
9,Distrito Federal,11,Tláhuac,137,Ninguno,191534.0,985940.0,27.0,0.0,1.0,0.0,0.0,6.27,17.0,6.0
9,Distrito Federal,11,Tláhuac,140,El Paraíso (Mecoxtla),191927.0,985834.0,592.0,31.0,74.0,18.0,11.0,7.42,159.0,139.0
9,Distrito Federal,11,Tláhuac,141,El Zapote (Colonia Ejidal),191914.0,985807.0,47.0,0.0,2.0,0.0,0.0,8.3,13.0,10.0
9,Distrito Federal,11,Tláhuac,142,Ampliación San Miguel,191732.0,985812.0,191.0,13.0,21.0,9.0,3.0,8.1,55.0,44.0
9,Distrito Federal,11,Tláhuac,143,Ninguno,191754.0,985942.0,1.0,,,,,,1.0,1.0
9,Distrito Federal,11,Tláhuac,145,Ninguno,191821.0,990126.0,12.0,2.0,0.0,1.0,0.0,7.0,5.0,5.0
9,Distrito Federal,11,Tláhuac,147,Ninguno,191807.0,990059.0,41.0,3.0,2.0,2.0,0.0,8.19,10.0,9.0
9,Distrito Federal,11,Tláhuac,148,Ninguno,191812.0,990044.0,6.0,,,,,,1.0,1.0
9,Distrito Federal,11,Tláhuac,149,Prolongación el Rosario,191405.0,990041.0,91.0,6.0,17.0,4.0,7.0,7.19,30.0,24.0
9,Distrito Federal,11,Tláhuac,150,La Nopalera,191417.0,990045.0,11.0,1.0,2.0,1.0,0.0,8.13,5.0,4.0
9,Distrito Federal,11,Tláhuac,151,Ninguno,191740.0,985941.0,20.0,1.0,3.0,1.0,1.0,8.31,11.0,5.0
9,Distrito Federal,12,Tlalpan,1,Tlalpan,191830.0,991330.0,574577.0,27795.0,69639.0,21934.0,32589.0,10.97,172538.0,157745.0
9,Distrito Federal,12,Tlalpan,19,Parres (El Guarda),190810.0,991024.0,2589.0,164.0,371.0,84.0,80.0,7.71,726.0,608.0
9,Distrito Federal,12,Tlalpan,26,San Miguel Ajusco,191302.0,991218.0,29781.0,1778.0,4037.0,1193.0,1093.0,8.87,8853.0,7284.0
9,Distrito Federal,12,Tlalpan,27,San Miguel Topilejo,191202.0,990830.0,34603.0,2054.0,4677.0,1380.0,1200.0,8.33,9084.0,8172.0
9,Distrito Federal,12,Tlalpan,103,Ampliación las Cruces,191137.0,991359.0,11.0,0.0,1.0,0.0,1.0,10.27,6.0,6.0
9,Distrito Federal,12,Tlalpan,104,La Cima Uno [Campamento Forestal],190617.0,991140.0,1.0,,,,,,2.0,1.0
9,Distrito Federal,12,Tlalpan,105,Apapaxtles,191219.0,991404.0,4.0,,,,,,1.0,1.0
9,Distrito Federal,12,Tlalpan,108,Paraje Cercatenco,191217.0,991325.0,3.0,,,,,,3.0,1.0
9,Distrito Federal,12,Tlalpan,112,Acueducto,191217.0,991235.0,149.0,10.0,18.0,5.0,1.0,7.37,34.0,33.0
9,Distrito Federal,12,Tlalpan,114,Cuamino,191227.0,991358.0,20.0,1.0,3.0,1.0,2.0,14.43,7.0,4.0
9,Distrito Federal,12,Tlalpan,115,Las Cruces,191150.0,991422.0,4.0,,,,,,1.0,1.0
9,Distrito Federal,12,Tlalpan,116,El Crucero (SEDECO),190917.0,990944.0,36.0,4.0,5.0,4.0,1.0,6.64,9.0,9.0
9,Distrito Federal,12,Tlalpan,118,Estación la Cima,190651.0,991144.0,6.0,0.0,2.0,0.0,1.0,13.0,8.0,3.0
9,Distrito Federal,12,Tlalpan,123,Xacatixtla (Granja la Garriga),191147.0,991011.0,14.0,2.0,2.0,2.0,2.0,8.31,3.0,3.0
9,Distrito Federal,12,Tlalpan,124,Colonia Héroes de 1910,191447.0,991414.0,331.0,13.0,34.0,12.0,7.0,10.08,165.0,103.0
9,Distrito Federal,12,Tlalpan,128,Rancho las Raíces,191008.0,990927.0,21.0,1.0,7.0,0.0,0.0,7.25,6.0,4.0
9,Distrito Federal,12,Tlalpan,131,Kilómetro 37,190850.0,990955.0,42.0,5.0,4.0,4.0,1.0,7.46,12.0,9.0
9,Distrito Federal,12,Tlalpan,132,Kilómetro 33.5,191041.0,990936.0,61.0,5.0,2.0,5.0,1.0,5.53,19.0,15.0
9,Distrito Federal,12,Tlalpan,135,Lomas de Tepemecatl,191419.0,991422.0,1392.0,66.0,177.0,36.0,26.0,7.75,521.0,337.0
9,Distrito Federal,12,Tlalpan,140,El Oyamel,191212.0,991252.0,17.0,0.0,3.0,0.0,1.0,10.4,8.0,4.0
9,Distrito Federal,12,Tlalpan,141,El Paraíso,191223.0,991255.0,13.0,3.0,0.0,3.0,0.0,11.1,7.0,4.0
9,Distrito Federal,12,Tlalpan,144,Piedra Larga,191129.0,990816.0,247.0,23.0,29.0,10.0,2.0,6.33,68.0,62.0
9,Distrito Federal,12,Tlalpan,153,Rancho Roberto Camacho,190942.0,991025.0,1.0,,,,,,1.0,1.0
9,Distrito Federal,12,Tlalpan,155,Rancho San Carlos,191212.0,991416.0,3.0,,,,,,2.0,1.0
9,Distrito Federal,12,Tlalpan,159,Rancho Santísima Trinidad,191206.0,991026.0,12.0,0.0,3.0,0.0,0.0,7.29,3.0,3.0
9,Distrito Federal,12,Tlalpan,160,Seminario Nazareno,190916.0,990937.0,6.0,0.0,1.0,0.0,0.0,15.0,3.0,3.0
9,Distrito Federal,12,Tlalpan,161,El Pedregal,191359.0,991228.0,275.0,17.0,37.0,7.0,4.0,6.79,77.0,71.0
9,Distrito Federal,12,Tlalpan,162,El Sifón,190948.0,991007.0,96.0,3.0,17.0,2.0,1.0,5.5,20.0,19.0
9,Distrito Federal,12,Tlalpan,164,Kilómetro 17 (Circuito Ajusco),191305.0,991354.0,3.0,,,,,,4.0,2.0
9,Distrito Federal,12,Tlalpan,168,Xalcuitongo (La Asunción),191048.0,990849.0,147.0,15.0,27.0,8.0,5.0,7.83,38.0,29.0
9,Distrito Federal,12,Tlalpan,170,Prolongación las Rosas,191118.0,990805.0,123.0,11.0,20.0,8.0,4.0,8.24,31.0,28.0
9,Distrito Federal,12,Tlalpan,171,La Trinidad,191236.0,991312.0,10.0,0.0,2.0,0.0,1.0,12.5,4.0,4.0
9,Distrito Federal,12,Tlalpan,175,Siete Ocotes,190942.0,990928.0,51.0,0.0,5.0,0.0,2.0,5.42,12.0,12.0
9,Distrito Federal,12,Tlalpan,179,El Charco,191404.0,991332.0,65.0,0.0,14.0,0.0,2.0,7.3,22.0,15.0
9,Distrito Federal,12,Tlalpan,192,Rancho Kyalami,191208.0,991355.0,7.0,,,,,,2.0,2.0
9,Distrito Federal,12,Tlalpan,193,Los Sauces,191157.0,991348.0,7.0,,,,,,2.0,2.0
9,Distrito Federal,12,Tlalpan,197,Rancho San Francisco,191253.0,991349.0,6.0,,,,,,2.0,2.0
9,Distrito Federal,12,Tlalpan,198,Cortijo Atonco,191238.0,991356.0,22.0,1.0,4.0,0.0,0.0,10.94,9.0,6.0
9,Distrito Federal,12,Tlalpan,199,Paraje el Cofrecito,191443.0,991431.0,6.0,,,,,,1.0,1.0
9,Distrito Federal,12,Tlalpan,200,Rancho Espiridión,191246.0,991405.0,8.0,,,,,,2.0,2.0
9,Distrito Federal,12,Tlalpan,201,Rancho los Compadres,191250.0,991337.0,7.0,0.0,1.0,0.0,1.0,10.0,4.0,3.0
9,Distrito Federal,12,Tlalpan,202,Rancho el Paraíso,191249.0,991349.0,26.0,0.0,2.0,0.0,1.0,9.53,11.0,9.0
9,Distrito Federal,12,Tlalpan,204,Rancho los Pioneros,191226.0,991349.0,16.0,1.0,0.0,1.0,0.0,6.86,9.0,3.0
9,Distrito Federal,12,Tlalpan,207,Hacienda el Arenal,191420.0,991128.0,5.0,,,,,,6.0,2.0
9,Distrito Federal,12,Tlalpan,209,Rancho San Nicolás,191256.0,991338.0,5.0,,,,,,1.0,1.0
9,Distrito Federal,12,Tlalpan,210,El Arenal,191359.0,991107.0,90.0,2.0,18.0,1.0,2.0,7.27,26.0,24.0
9,Distrito Federal,12,Tlalpan,216,Cuanejaque,191144.0,991045.0,199.0,12.0,26.0,7.0,5.0,6.64,79.0,55.0
9,Distrito Federal,12,Tlalpan,217,El Oyameyo,191119.0,991018.0,183.0,7.0,6.0,4.0,2.0,10.05,85.0,53.0
9,Distrito Federal,12,Tlalpan,218,Parada Oyameyo (Kilómetro 31.5),191128.0,990958.0,80.0,4.0,12.0,3.0,6.0,11.22,25.0,22.0
9,Distrito Federal,12,Tlalpan,220,Paraje la Campana (Kilómetro 12),191506.0,991437.0,11.0,0.0,2.0,0.0,0.0,8.3,6.0,5.0
9,Distrito Federal,12,Tlalpan,221,Paraje la Rufina,191352.0,991359.0,24.0,1.0,5.0,1.0,1.0,9.77,9.0,4.0
9,Distrito Federal,12,Tlalpan,222,El Cráter,191400.0,991250.0,70.0,4.0,6.0,3.0,1.0,7.07,19.0,19.0
9,Distrito Federal,12,Tlalpan,232,Rancho el Alambrado,191345.0,991446.0,2.0,,,,,,1.0,1.0
9,Distrito Federal,12,Tlalpan,235,El Hilar,191342.0,991401.0,113.0,7.0,14.0,4.0,5.0,7.96,48.0,30.0
9,Distrito Federal,12,Tlalpan,236,Paraje el Abrevadero,191328.0,991438.0,7.0,,,,,,2.0,2.0
9,Distrito Federal,12,Tlalpan,237,Xomulco (Oyamertonco),191259.0,991339.0,46.0,3.0,7.0,3.0,4.0,9.0,13.0,11.0
9,Distrito Federal,12,Tlalpan,239,Rancho Santa Rosa,191230.0,991357.0,13.0,,,,,,2.0,2.0
9,Distrito Federal,12,Tlalpan,245,Los Manueles,191152.0,991423.0,1.0,,,,,,2.0,1.0
9,Distrito Federal,12,Tlalpan,246,Rancho Chico,191153.0,991402.0,7.0,,,,,,5.0,2.0
9,Distrito Federal,12,Tlalpan,251,Quinta Santa Rosa,191222.0,991031.0,14.0,0.0,2.0,0.0,0.0,4.63,4.0,3.0
9,Distrito Federal,12,Tlalpan,252,La Morucha,191135.0,991027.0,5.0,,,,,,2.0,2.0
9,Distrito Federal,12,Tlalpan,253,Rancho San Patricio,191116.0,991053.0,13.0,3.0,1.0,1.0,0.0,6.0,7.0,3.0
9,Distrito Federal,12,Tlalpan,254,Barranquilla,191115.0,991106.0,6.0,0.0,1.0,0.0,0.0,7.8,5.0,4.0
9,Distrito Federal,12,Tlalpan,257,Rancho Mezontepec,191113.0,991400.0,2.0,,,,,,1.0,1.0
9,Distrito Federal,12,Tlalpan,261,Aguatenco,191101.0,990839.0,31.0,2.0,8.0,2.0,1.0,7.96,9.0,6.0
9,Distrito Federal,12,Tlalpan,262,El Sicomoro,191126.0,991033.0,5.0,,,,,,1.0,1.0
9,Distrito Federal,12,Tlalpan,263,Tlamenelolpa (Los Encinos),191125.0,991025.0,6.0,,,,,,1.0,1.0
9,Distrito Federal,12,Tlalpan,266,La Providencia,191120.0,990953.0,37.0,5.0,2.0,2.0,1.0,6.76,11.0,8.0
9,Distrito Federal,12,Tlalpan,267,Finca Trancas,191111.0,990958.0,16.0,0.0,3.0,0.0,2.0,13.6,6.0,5.0
9,Distrito Federal,12,Tlalpan,269,Paraje Temazcaltitla (Kilómetro 32.2),191108.0,990947.0,22.0,2.0,3.0,2.0,1.0,8.64,4.0,4.0
9,Distrito Federal,12,Tlalpan,270,Paraje de Apantenco,191058.0,990853.0,163.0,11.0,21.0,7.0,5.0,6.97,57.0,42.0
9,Distrito Federal,12,Tlalpan,271,Totoapan,191028.0,990902.0,10.0,,,,,,1.0,1.0
9,Distrito Federal,12,Tlalpan,272,Colonia Ocotla,191253.0,990935.0,30.0,1.0,3.0,1.0,0.0,5.94,10.0,8.0
